id,title,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL
1866,The Big Hit,1998,5.1,39,16,23,41,6,10,5,5,50,3.1,4322,60,http://content8.flixster.com/movie/27/46/274626_det.jpg
1867,Tarzan and the Lost City,1998,2.2,18,1,17,5,2.2,5,0,5,0,2.6,985,35,http://content8.flixster.com/movie/11/14/23/11142390_det.jpg
1869,Black Dog,1998,3.1,19,2,17,10,0,3,0,3,0,3,3586,62,http://content8.flixster.com/movie/10/86/90/10869030_det.jpg
1870,"Dancer, Texas Pop. 81",1998,6.6,15,12,3,80,0,3,2,1,66,3.3,531,62,http://content6.flixster.com/movie/10/86/95/10869540_det.jpg
1871,Priyatel pokoynika,1997,6.7,12,8,4,66,0,3,3,0,100,0,0,0,http://content9.flixster.com/movie/10/86/82/10868255_det.jpg
1872,Slumdog Millionaire,2008,8.2,220,206,14,93,8.2,38,36,2,94,4,328969,90,http://content9.flixster.com/movie/10/86/47/10864783_det.jpg
1873,Les misérables,1998,6.9,41,31,10,75,6.6,11,6,5,54,3.6,7310,81,http://content9.flixster.com/movie/25/51/255107_det.jpg
1874,Still Breathing,1997,5.6,13,8,5,61,5.5,5,3,2,60,3.6,699,71,http://content6.flixster.com/movie/26/52/265224_det.jpg
1875,Clockwatchers,1997,6.9,24,20,4,83,6.6,5,4,1,80,3.2,947,56,http://content7.flixster.com/movie/26/35/263513_det.jpg
1876,Deep Impact,1998,5.7,51,24,27,47,5.9,6,2,4,33,2.9,28624,51,http://content8.flixster.com/movie/10/88/98/10889858_det.jpg
1877,Little Men,1997,4.6,7,1,6,14,0,3,0,3,0,3.5,85,63,http://content7.flixster.com/movie/10/55/44/10554493_det.gif
1878,Face/Off,1997,7.9,60,56,4,93,8.4,15,15,0,100,3.5,62348,81,http://content8.flixster.com/movie/10/85/08/10850854_det.jpg
1879,The Hanging Garden,1997,7.3,16,15,1,93,0,4,4,0,100,3.6,485,70,http://content8.flixster.com/movie/10/90/64/10906450_det.jpg
1880,Lawn Dogs,1997,6.5,18,13,5,72,0,4,1,3,25,3.8,1154,84,http://content7.flixster.com/movie/27/69/276997_det.jpg
1881,Quest for Camelot,1998,5.3,21,7,14,33,5.9,6,2,4,33,3.1,4041,62,http://content6.flixster.com/movie/10/91/52/10915264_det.jpg
1882,Godzilla,1998,4.7,59,15,44,25,5.7,9,3,6,33,2.6,17658,38,http://content9.flixster.com/movie/25/99/259919_det.jpg
1883,Bulworth,1998,7,61,46,15,75,7.6,10,8,2,80,3.1,3041,60,http://content6.flixster.com/movie/27/10/271016_det.jpg
1884,Fear and Loathing in Las Vegas,1998,5.8,45,21,24,46,4.1,6,0,6,0,3.9,75860,90,http://content6.flixster.com/movie/10/88/64/10886456_det.jpg
1885,The Opposite of Sex,1998,7.1,40,33,7,82,6.9,7,4,3,57,3.1,3268,57,http://content7.flixster.com/movie/27/31/273121_det.jpg
1886,I Got the Hook Up,1998,3,12,2,10,16,0,2,0,2,0,3.2,1133,68,http://content9.flixster.com/movie/10/88/71/10887139_det.jpg
1887,Almost Heroes,1998,2.3,21,3,18,14,0,3,0,3,0,2.9,4626,63,http://content8.flixster.com/movie/60/49/77/6049770_det.jpg
1888,Hope Floats,1998,4.9,31,7,24,22,4.8,7,0,7,0,3.3,12082,73,http://content6.flixster.com/movie/26/48/264824_det.jpg
1889,Insomnia,2002,7.7,166,153,13,92,7.8,33,31,2,93,3.2,18085,66,http://content6.flixster.com/movie/27/69/276996_det.jpg
1890,Little Boy Blue,1997,5,8,2,6,25,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/38/91/55/3891551_det.jpg
1891,Coyote Ugly,2000,3.9,94,20,74,21,3.6,27,5,22,18,3.2,65988,73,http://content7.flixster.com/movie/25/81/258105_det.jpg
1892,A Perfect Murder,1998,6.2,49,27,22,55,6.2,14,8,6,57,3.1,9130,52,http://content9.flixster.com/movie/10/91/93/10919303_det.gif
1893,Jenseits der Stille,1996,7.5,11,9,2,81,8,5,5,0,100,3.9,474,83,http://content7.flixster.com/movie/27/24/272409_det.jpg
1894,Six Days Seven Nights,1998,5.4,38,14,24,36,5.4,6,0,6,0,2.7,10008,41,http://content9.flixster.com/movie/10/87/45/10874539_det.jpg
1895,Can't Hardly Wait,1998,5.4,45,20,25,44,5.4,12,5,7,41,3.1,11719,60,http://content9.flixster.com/movie/25/65/256595_det.jpg
1896,Cousin Bette,1998,6,21,10,11,47,5.6,5,1,4,20,3,408,38,http://content8.flixster.com/movie/27/12/271294_det.jpg
1897,High Art,1998,6.8,42,30,12,71,7.2,7,4,3,57,3.7,2153,76,http://content7.flixster.com/movie/10/89/19/10891985_det.jpg
1898,The Land Girls,1998,6.7,17,11,6,64,6.1,7,2,5,28,3.3,693,54,http://content7.flixster.com/movie/15/52/22/1552225_det.jpg
1899,Passion in the Desert,1997,6.1,20,13,7,65,0,4,1,3,25,3.2,162,55,http://content7.flixster.com/movie/10/88/55/10885545_det.jpg
1900,Bacheha-Ye aseman,1997,7.6,25,21,4,84,7.6,5,4,1,80,4.4,3834,94,http://content6.flixster.com/movie/10/94/64/10946460_det.jpg
1901,Dear Jesse,1998,6.8,6,5,1,83,0,1,1,0,100,3.8,29,100,http://content8.flixster.com/movie/10/91/90/10919006_det.jpg
1902,Dream for an Insomniac,1996,5,10,5,5,50,0,2,0,2,0,3.6,1167,74,http://content6.flixster.com/movie/27/87/278704_det.jpg
1903,Hav Plenty,1997,5.2,21,8,13,38,6.6,6,4,2,66,3.9,465,80,http://content6.flixster.com/movie/27/22/272224_det.jpg
1904,Henry Fool,1997,7.4,26,22,4,84,0,3,2,1,66,3.8,1375,78,http://content8.flixster.com/movie/10/88/94/10889490_det.jpg
1906,Mr. Jealousy,1997,6.5,12,8,4,66,0,4,2,2,50,3.3,437,59,http://content7.flixster.com/movie/28/00/280097_det.jpg
1907,Mulan,1998,7.5,72,62,10,86,7,14,10,4,71,3.4,52938,78,http://content6.flixster.com/movie/11/14/84/11148476_det.jpg
1908,Resurrection Man,1998,0,3,0,3,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/92/14/10921409_det.jpg
1909,The X Files,1998,6,68,43,25,63,5.9,15,8,7,53,3.3,13283,69,http://content6.flixster.com/movie/25/49/254904_det.jpg
1910,I Went Down,1997,7.2,19,16,3,84,0,4,2,2,50,4.2,202,88,http://content6.flixster.com/movie/50/89/57/5089576_det.jpg
1911,Doctor Dolittle,1998,5.2,49,21,28,42,5.5,8,4,4,50,2.8,23847,46,http://content6.flixster.com/movie/11/15/12/11151232_det.jpg
1912,Out of Sight,1998,7.9,69,64,5,92,8,14,13,1,92,3.2,11285,65,http://content6.flixster.com/movie/10/88/64/10886428_det.jpg
1913,Picnic at Hanging Rock,1975,8.3,29,27,2,93,9.7,5,5,0,100,4,3210,84,http://content9.flixster.com/movie/25/96/259615_det.jpg
1914,Smoke Signals,1998,7.3,29,25,4,86,8.1,5,5,0,100,3.9,2767,83,http://content6.flixster.com/movie/25/44/254404_det.jpg
1915,Viagem ao Princípio do Mundo,1997,6.2,5,3,2,60,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/94/65/10946519_det.jpg
1916,Buffalo '66,1998,7,40,31,9,77,7.1,7,5,2,71,3.8,7504,87,http://content6.flixster.com/movie/10/87/71/10877180_det.jpg
1917,Armageddon,1998,5.1,77,32,45,41,3.8,17,3,14,17,3.5,105398,77,http://content7.flixster.com/movie/55/05/68/5505685_det.jpg
1918,Lethal Weapon 4,1998,5.9,61,33,28,54,6.1,12,6,6,50,3.3,20840,70,http://content7.flixster.com/movie/11/12/88/11128829_det.jpg
1919,Madeline,1998,6.5,26,17,9,65,6.5,6,4,2,66,2.6,3549,45,http://content7.flixster.com/movie/25/93/259317_det.jpg
1920,Small Soldiers,1998,6.2,41,19,22,46,6.8,12,6,6,50,2.8,9855,46,http://content6.flixster.com/movie/18/47/19/1847196_det.jpg
1921,Pi,1998,7.2,49,42,7,85,6.7,11,8,3,72,3.8,33850,86,http://content7.flixster.com/movie/26/78/267897_det.jpg
1922,What Ever Happened to Baby Jane?,1962,7.6,37,33,4,89,0,3,2,1,66,3.9,7128,89,http://content8.flixster.com/movie/10/93/55/10935590_det.jpg
1923,There's Something About Mary,1998,0,2,0,2,0,0,1,0,1,0,3.1,233,47,http://content7.flixster.com/movie/10/88/61/10886109_det.jpg
1924,Plan 9 from Outer Space,1958,4.9,30,19,11,63,0,1,1,0,100,2.8,6105,46,http://content8.flixster.com/movie/10/85/09/10850926_det.jpg
1925,Der Himmel über Berlin,1987,8.5,39,38,1,97,7.5,6,5,1,83,4.4,9110,94,http://content9.flixster.com/movie/25/46/254691_det.jpg
1926,The Broadway Melody,1929,5.4,16,6,10,37,0,4,2,2,50,2.9,515,31,http://content8.flixster.com/movie/11/12/95/11129594_det.jpg
1927,All Quiet on the Western Front,1930,8.6,32,31,1,96,7.8,5,5,0,100,3.8,3797,85,http://content6.flixster.com/movie/66/23/12/6623120_det.jpg
1928,Spirit: Stallion of the Cimarron,2002,6.4,125,86,39,68,6.9,29,23,6,79,3.3,8302,72,http://content9.flixster.com/movie/10/87/48/10874827_det.jpg
1929,Grand Hotel,1932,7.4,28,24,4,85,7.6,5,5,0,100,3.8,1661,77,http://content7.flixster.com/movie/29/63/296321_det.jpg
1930,Cavalcade,1933,6.7,14,9,5,64,0,4,4,0,100,3,314,35,http://content9.flixster.com/movie/10/88/00/10880031_det.jpg
1931,Mutiny on the Bounty,1935,8.2,28,26,2,92,7.5,6,5,1,83,3.7,1846,79,http://content9.flixster.com/movie/10/88/45/10884511_det.jpg
1932,The Great Ziegfeld,1936,6,21,12,9,57,6,5,3,2,60,3.4,704,60,http://content8.flixster.com/movie/30/32/303222_det.jpg
1933,The Life of Emile Zola,1937,7,20,14,6,70,7.2,5,4,1,80,3.6,620,72,http://content7.flixster.com/movie/10/84/90/10849013_det.jpg
1934,You Can't Take It with You,1938,7.3,27,26,1,96,0,4,4,0,100,4,2934,87,http://content7.flixster.com/movie/10/91/55/10915585_det.jpg
1935,How Green Was My Valley,1941,7.8,34,30,4,88,7.2,5,5,0,100,3.9,1995,83,http://content6.flixster.com/movie/30/92/309228_det.jpg
1936,Mrs. Miniver,1942,7.6,22,19,3,86,8.2,5,5,0,100,3.9,1307,85,http://content8.flixster.com/movie/10/08/01/10080150_det.jpg
1937,Going My Way,1944,7,19,14,5,73,0,4,3,1,75,3.8,1251,80,http://content6.flixster.com/movie/10/89/81/10898136_det.jpg
1938,The Lost Weekend,1945,8.2,24,24,0,100,0,4,4,0,100,4,2562,86,http://content9.flixster.com/movie/10/95/53/10955391_det.jpg
1939,The Best Years of Our Lives,1946,8.6,35,34,1,97,8.1,8,8,0,100,4.2,3330,91,http://content7.flixster.com/movie/10/17/14/10171413_det.jpg
1940,Gentleman's Agreement,1947,7,30,25,5,83,6.8,5,4,1,80,3.8,1308,79,http://content8.flixster.com/movie/30/79/307930_det.jpg
1941,Hamlet,1996,8.2,54,51,3,94,7.2,14,11,3,78,3.8,5816,86,http://content7.flixster.com/movie/10/94/26/10942625_det.jpg
1942,All the King's Men,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/84/23/10842352_det.jpg
1943,The Greatest Show on Earth,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/88/18/10881888_det.jpg
1944,From Here to Eternity,1953,8,40,35,5,87,7.9,7,6,1,85,3.9,4410,83,http://content9.flixster.com/movie/29/27/292711_det.jpg
1945,On the Waterfront,1954,9,49,49,0,100,8.9,10,10,0,100,4.2,11904,94,http://content9.flixster.com/movie/29/10/291015_det.jpg
1946,Back to the Future,1985,8.4,54,52,2,96,7.3,6,5,1,83,3.8,126816,88,http://content6.flixster.com/movie/31/17/311700_det.jpg
1947,West Side Story,1961,8.1,49,45,4,91,8,7,6,1,85,3.5,18648,82,http://content9.flixster.com/movie/10/91/74/10917475_det.jpg
1948,Tom Jones,1963,7.8,26,21,5,80,0,4,3,1,75,3.3,1389,60,http://content9.flixster.com/movie/29/03/290315_det.jpg
1949,A Man for All Seasons,1966,7.8,27,23,4,85,0,4,3,1,75,4,2887,86,http://content6.flixster.com/movie/25/08/250892_det.jpg
1950,In the Heat of the Night,1967,8.1,28,27,1,96,0,4,4,0,100,3.9,4274,90,http://content8.flixster.com/movie/25/71/257126_det.jpg
1951,Oliver!,1968,7.7,25,21,4,84,0,4,3,1,75,3.4,9490,72,http://content9.flixster.com/movie/11/15/34/11153479_det.jpg
1952,Midnight Cowboy,1969,8.3,49,44,5,89,6.8,6,5,1,83,3.9,8994,87,http://content6.flixster.com/movie/10/88/51/10885192_det.jpg
1953,The French Connection,1971,8.5,45,44,1,97,8.2,6,6,0,100,3.8,8751,86,http://content9.flixster.com/movie/10/93/21/10932163_det.jpg
1954,Rocky,1976,8.1,41,38,3,92,7.6,5,4,1,80,3.2,165793,65,http://content6.flixster.com/movie/10/89/83/10898396_det.jpg
1955,Kramer vs. Kramer,1979,7.9,34,30,4,88,7.4,6,5,1,83,3.7,9401,85,http://content8.flixster.com/movie/10/92/41/10924118_det.jpg
1956,Ordinary People,1980,7.9,32,29,3,90,7.5,6,5,1,83,3.8,5284,86,http://content8.flixster.com/movie/26/77/267722_det.jpg
1957,Chariots of Fire,1981,7.4,36,31,5,86,7.4,6,5,1,83,3.6,7456,77,http://content7.flixster.com/movie/10/93/45/10934597_det.jpg
1958,Terms of Endearment,1983,7.4,35,31,4,88,7.1,5,4,1,80,3.7,7594,82,http://content6.flixster.com/movie/26/77/267716_det.jpg
1959,Out of Africa,1985,6.2,32,20,12,62,6.5,6,4,2,66,3.7,10166,84,http://content9.flixster.com/movie/10/85/35/10853583_det.jpg
1960,The Last Emperor,1987,7.9,44,40,4,90,7.6,9,7,2,77,3.7,7466,86,http://content8.flixster.com/movie/10/53/54/10535418_det.jpg
1961,Rain Man,1988,7.6,54,47,7,87,4.5,7,2,5,28,3.8,42473,88,http://content6.flixster.com/movie/10/85/35/10853584_det.jpg
1962,Driving Miss Daisy,1989,7,41,32,9,78,7.9,8,8,0,100,3.4,7698,79,http://content6.flixster.com/movie/26/22/262224_det.jpg
1963,Take the Money and Run,1969,6.9,13,12,1,92,0,1,0,1,0,0,0,0,http://content9.flixster.com/movie/28/30/283091_det.jpg
1964,Klute,1971,8,27,26,1,96,0,3,2,1,66,3.7,1593,78,http://content6.flixster.com/movie/27/26/272620_det.jpg
1965,Repo Man,1984,7.9,37,36,1,97,0,4,4,0,100,3.4,5166,75,http://content8.flixster.com/movie/28/26/282606_det.jpg
1966,Metropolitan,1990,7.4,25,22,3,88,6.5,6,4,2,66,3.9,1143,83,http://content9.flixster.com/movie/10/88/49/10884911_det.jpg
1967,Labyrinth,1986,6,32,19,13,59,6.2,6,3,3,50,3.8,81222,85,http://content6.flixster.com/movie/10/84/45/10844548_det.jpg
1968,The Breakfast Club,1985,7.5,42,38,4,90,6.2,6,4,2,66,3.9,93109,90,http://content7.flixster.com/movie/68/89/80/6889801_det.jpg
1969,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,4.8,23,10,13,43,0,2,2,0,100,3,19841,55,http://content6.flixster.com/movie/10/95/40/10954016_det.jpg
1970,A Nightmare on Elm Street 3: Dream Warriors,1987,5.9,31,22,9,70,0,4,1,3,25,3.1,21954,68,http://content8.flixster.com/movie/10/95/40/10954014_det.jpg
1971,A Nightmare on Elm Street 4: The Dream Master,1988,5.3,25,14,11,56,0,4,2,2,50,3,19043,60,http://content6.flixster.com/movie/10/95/40/10954012_det.jpg
1972,A Nightmare on Elm Street: The Dream Child,1989,4.1,27,8,19,29,0,4,1,3,25,2.9,17837,56,http://content8.flixster.com/movie/10/95/40/10954010_det.jpg
1973,Freddy's Dead: The Final Nightmare,1991,3.9,25,5,20,20,0,4,3,1,75,3,12382,54,http://content8.flixster.com/movie/10/87/87/10878798_det.jpg
1974,Friday the 13th,1980,5.6,45,27,18,60,0,4,2,2,50,3.2,25534,66,http://content8.flixster.com/movie/10/87/23/10872306_det.jpg
1975,Friday the 13th Part 2,1981,4.4,30,10,20,33,0,1,0,1,0,3.1,13685,58,http://content6.flixster.com/movie/10/87/23/10872308_det.jpg
1976,Friday the 13th Part III,1982,3.5,22,3,19,13,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/87/23/10872307_det.jpg
1977,Friday the 13th: The Final Chapter,1984,4.3,21,5,16,23,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/87/23/10872321_det.jpg
1978,Friday the 13th: A New Beginning,1985,3.3,17,3,14,17,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/11/14/92/11149246_det.jpg
1979,Jason Lives: Friday the 13th Part VI,1986,5.1,24,13,11,54,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/11/14/92/11149245_det.jpg
1980,Friday the 13th Part VII: The New Blood,1988,4.5,16,4,12,25,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/11/14/92/11149248_det.jpg
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989,2.9,20,2,18,10,0,1,0,1,0,2.8,9749,45,http://content9.flixster.com/movie/11/14/92/11149247_det.jpg
1982,Halloween,2007,4.1,101,26,75,25,3.9,19,3,16,15,3.3,79946,64,http://content7.flixster.com/movie/10/92/20/10922093_det.jpg
1983,Halloween II,1981,4.3,30,8,22,26,4.4,5,1,4,20,3.3,16555,67,http://content9.flixster.com/movie/27/57/275791_det.jpg
1984,Halloween III: Season of the Witch,1982,4.2,15,5,10,33,0,2,1,1,50,2.2,7355,28,http://content7.flixster.com/movie/10/87/02/10870285_det.jpg
1985,Halloween 4: The Return of Michael Myers,1988,3.8,22,5,17,22,0,4,0,4,0,3.1,13190,61,http://content9.flixster.com/movie/28/53/285327_det.jpg
1986,Halloween 5,1989,3.6,21,3,18,14,0,2,1,1,50,3,11908,55,http://content9.flixster.com/movie/26/73/267307_det.jpg
1987,Prom Night,2008,2.8,60,5,55,8,2.4,9,1,8,11,3,51435,46,http://content9.flixster.com/movie/10/66/75/10667503_det.jpg
1988,Hello Mary Lou: Prom Night II,1987,4,8,3,5,37,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/20/86/04/2086048_det.jpg
1989,Prom Night III: The Last Kiss,1990,0,3,0,3,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/88/54/10885474_det.jpg
1990,Prom Night IV: Deliver Us from Evil,1992,2.1,5,0,5,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/89/46/10894616_det.jpg
1991,Bride of Chucky,1998,5.3,30,13,17,43,0,4,1,3,25,2.6,20874,52,http://content7.flixster.com/movie/27/67/276717_det.jpg
1992,Child's Play 2,1990,4.2,13,5,8,38,0,1,1,0,100,2.8,13499,52,http://content8.flixster.com/movie/27/38/273822_det.jpg
1993,Child's Play 3,1991,4.3,11,3,8,27,0,1,0,1,0,2.8,12064,47,http://content8.flixster.com/movie/27/49/274994_det.jpg
1994,Poltergeist,1982,7.1,49,42,7,85,0,4,3,1,75,3.4,15891,74,http://content7.flixster.com/movie/25/42/254297_det.jpg
1995,Poltergeist II: The Other Side,1986,4.7,17,7,10,41,0,1,0,1,0,0,0,0,http://content6.flixster.com/movie/10/88/23/10882352_det.jpg
1996,Poltergeist III,1988,3.6,14,2,12,14,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/86/93/10869346_det.jpg
1997,The Exorcist,1973,7.7,43,36,7,83,6.6,7,5,2,71,3.7,49968,83,http://content9.flixster.com/movie/28/02/280219_det.jpg
1998,Exorcist II: The Heretic,1977,3.6,17,4,13,23,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/27/11/271111_det.jpg
1999,The Exorcist III,1990,5.4,27,16,11,59,0,1,0,1,0,2.9,4879,55,http://content6.flixster.com/movie/11/15/20/11152092_det.jpg
2000,Lethal Weapon,1987,7.3,40,36,4,90,7.4,8,7,1,87,3.6,33975,81,http://content9.flixster.com/movie/11/12/88/11128835_det.jpg
2001,Lethal Weapon,1987,7.3,40,36,4,90,7.4,8,7,1,87,3.6,33975,81,http://content9.flixster.com/movie/11/12/88/11128835_det.jpg
2002,Lethal Weapon 3,1992,5.6,39,22,17,56,4.7,8,3,5,37,3.2,20151,68,http://content9.flixster.com/movie/11/12/88/11128831_det.jpg
2003,Gremlins,1984,6.8,41,32,9,78,5,5,2,3,40,3.4,31525,70,http://content9.flixster.com/movie/26/50/265023_det.jpg
2004,Gremlins 2: The New Batch,1990,6.4,34,22,12,64,6.4,6,4,2,66,3,18308,58,http://content8.flixster.com/movie/26/05/260594_det.jpg
2005,The Goonies,1985,5.9,39,25,14,64,0,3,2,1,66,3.8,89625,88,http://content7.flixster.com/movie/25/37/253701_det.jpg
2006,The Mask of Zorro,1998,7.1,66,54,12,81,6.5,13,10,3,76,3.3,31107,70,http://content8.flixster.com/movie/75/96/759614_det.jpg
2007,Polish Wedding,1998,4.9,35,15,20,42,5.5,9,4,5,44,3,896,51,http://content8.flixster.com/movie/26/41/264126_det.jpg
2008,"This World, Then the Fireworks",1997,3.7,5,1,4,20,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/70/62/75/7062759_det.jpg
2009,Soylent Green,1973,6,31,22,9,70,0,3,0,3,0,3.5,5747,71,http://content9.flixster.com/movie/25/44/254491_det.jpg
2010,Metropolis,1927,8.9,98,97,1,98,8.8,23,23,0,100,4.1,17640,90,http://content8.flixster.com/movie/10/93/38/10933866_det.jpg
2011,Back to the Future Part II,1989,6,40,26,14,65,4.2,6,2,4,33,3.5,73208,80,http://content7.flixster.com/movie/85/76/857629_det.jpg
2012,Back to the Future Part III,1990,6.3,38,27,11,71,5.5,7,3,4,42,3.4,66354,74,http://content8.flixster.com/movie/85/76/857602_det.jpg
2013,The Poseidon Adventure,1972,6.8,23,18,5,78,0,1,0,1,0,3.3,7876,72,http://content7.flixster.com/movie/25/66/256609_det.jpg
2014,Freaky Friday,2003,7,140,123,17,87,7,34,29,5,85,2.9,73112,60,http://content8.flixster.com/movie/55/05/69/5505698_det.jpg
2015,The AbsentMinded Professor,1961,7.2,20,16,4,80,0,2,2,0,100,3.2,1425,61,http://content9.flixster.com/movie/25/31/253123_det.jpg
2016,The Apple Dumpling Gang Rides Again,1979,0,3,0,3,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/25/15/251596_det.jpg
2017,Babes in Toyland,1934,8.4,12,12,0,100,0,2,2,0,100,3.6,865,78,http://content7.flixster.com/movie/29/10/291017_det.jpg
2018,Bambi,1942,8,38,34,4,89,0,4,4,0,100,3.4,39873,68,http://content9.flixster.com/movie/25/06/250691_det.jpg
2019,Shichinin no samurai,1954,9.2,49,49,0,100,8.6,10,10,0,100,4.5,29509,97,http://content7.flixster.com/movie/39/91/08/3991085_det.jpg
2020,Dangerous Liaisons,1988,7.7,27,25,2,92,6.5,6,5,1,83,3.7,11359,84,http://content6.flixster.com/movie/26/84/268496_det.jpg
2021,Dune,1984,6.1,26,16,10,61,0,2,0,2,0,3.4,17715,67,http://content7.flixster.com/movie/11/13/64/11136477_det.jpg
2022,The Last Temptation of Christ,1988,7.3,46,38,8,82,7.5,7,6,1,85,3.7,7365,83,http://content8.flixster.com/movie/27/03/270314_det.jpg
2023,The Godfather: Part III,1990,6.4,53,35,18,66,6.9,8,6,2,75,3.7,68556,79,http://content6.flixster.com/movie/11/12/76/11127688_det.jpg
2024,The Rapture,1991,6.5,24,16,8,66,0,2,1,1,50,3.2,627,61,http://content6.flixster.com/movie/10/36/23/10362392_det.jpg
2025,Lolita,1962,8,38,37,1,97,0,2,2,0,100,3.7,11593,80,http://content8.flixster.com/movie/30/09/300906_det.jpg
2026,Disturbing Behavior,1998,4.4,33,10,23,30,5.2,6,2,4,33,2.7,4794,43,http://content9.flixster.com/movie/10/91/75/10917563_det.jpg
2027,Jane Austen's Mafia!,1998,4,42,6,36,14,4.4,7,0,7,0,2.7,1995,47,http://content8.flixster.com/movie/10/56/10/10561030_det.jpg
2028,Saving Private Ryan,1998,8.2,92,84,8,91,8.1,19,17,2,89,4,139463,92,http://content8.flixster.com/movie/55/05/49/5505494_det.jpg
2029,Billy's Hollywood Screen Kiss,1998,6.5,20,13,7,65,0,4,0,4,0,3.4,686,59,http://content9.flixster.com/movie/27/45/274507_det.jpg
2030,Dong gong xi gong,1996,6.3,5,3,2,60,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/99/50/16/9950165_det.jpg
2031,The Million Dollar Duck,1971,3.5,5,0,5,0,0,1,0,1,0,0,0,0,http://content8.flixster.com/movie/25/17/251714_det.jpg
2032,The Barefoot Executive,1971,0,4,4,0,100,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/25/21/252113_det.jpg
2033,The Black Cauldron,1985,5.8,27,16,11,59,6.2,5,3,2,60,3.1,5461,53,http://content8.flixster.com/movie/25/63/256314_det.jpg
2034,The Black Hole,1979,5.1,26,11,15,42,0,3,2,1,66,3,2357,45,http://content7.flixster.com/movie/26/56/265625_det.jpg
2035,Blackbeard's Ghost,1968,5.6,9,7,2,77,0,1,1,0,100,3.3,1038,69,http://content8.flixster.com/movie/25/12/251298_det.jpg
2036,Blank Check,1994,2.6,7,1,6,14,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/26/16/261604_det.jpg
2037,Candleshoe,1977,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/31/06/310619_det.jpg
2038,The Cat from Outer Space,1978,0,4,1,3,25,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/25/35/253516_det.jpg
2039,Cheetah,1989,5.5,7,3,4,42,0,1,1,0,100,3.3,357,59,http://content9.flixster.com/movie/25/30/253015_det.jpg
2040,The Computer Wore Tennis Shoes,1969,5.6,5,3,2,60,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/94/21/10942176_det.jpg
2041,Condorman,1981,3.9,12,3,9,25,0,1,1,0,100,2.9,1334,49,http://content8.flixster.com/movie/26/60/266014_det.jpg
2042,D2: The Mighty Ducks,1994,3.8,13,2,11,15,0,1,0,1,0,2.9,13731,55,http://content6.flixster.com/movie/26/03/260324_det.jpg
2043,Darby O'Gill and the Little People,1959,6.9,13,13,0,100,0,1,1,0,100,3.5,2183,71,http://content8.flixster.com/movie/25/12/251206_det.jpg
2044,The Devil and Max Devlin,1981,3.9,8,1,7,12,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/88/51/10885128_det.jpg
2045,A Far Off Place,1993,4.9,9,3,6,33,0,2,0,2,0,3.3,2508,62,http://content7.flixster.com/movie/26/00/260001_det.jpg
2046,Flight of the Navigator,1986,5.7,7,5,2,71,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/25/42/254223_det.jpg
2047,The Gnome-Mobile,1967,0,1,1,0,100,0,1,1,0,100,3.4,654,62,http://content7.flixster.com/movie/10/88/31/10883141_det.jpg
2048,The Great Mouse Detective,1986,6.8,15,12,3,80,0,2,2,0,100,3.3,8687,70,http://content9.flixster.com/movie/25/12/251227_det.jpg
2049,The Happiest Millionaire,1967,0,4,2,2,50,0,1,0,1,0,3.8,694,78,http://content7.flixster.com/movie/10/90/10/10901049_det.jpg
2050,Herbie Goes Bananas,1980,0,4,1,3,25,0,1,1,0,100,2.9,2642,53,http://content6.flixster.com/movie/10/90/14/10901432_det.jpg
